Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Sh,SoT,SoT%,PK,PKatt,CrdY,CrdR,Fls,Crs,OG,2CrdY,performance_index
Jonas Hofmann,de GER,MF,Leverkusen,de Bundesliga,33.0,1992.0,20,11,960,10.7,21,7,33.3,0,0,3,0,4,27,0,0,-0.3268376554290375
Lucas Höler,de GER,"FW,MF",Freiburg,de Bundesliga,31.0,1994.0,23,18,1432,15.9,20,10,50.0,0,0,1,0,19,8,0,0,-0.36456390894915675
Franck Honorat,fr FRA,"MF,FW",Gladbach,de Bundesliga,29.0,1996.0,18,17,1362,15.1,13,3,23.1,0,0,0,0,9,102,0,0,-0.5485243212225638
Mathias Honsak,at AUT,"MF,FW",Heidenheim,de Bundesliga,29.0,1996.0,20,11,954,10.6,24,4,16.7,0,0,1,0,10,18,0,0,-0.6101166551508955
Robin Hranáč,cz CZE,DF,Hoffenheim,de Bundesliga,26.0,2000.0,22,22,1928,21.4,6,2,33.3,0,0,4,0,21,5,0,0,-0.6799601946391279
Callum Hudson-Odoi,eng ENG,MF,Nottingham Forest,eng Premier League,25.0,2000.0,26,18,1609,17.9,28,10,35.7,0,0,0,0,11,83,0,0,-0.33818790065583876
Dean Huijsen,es ESP,DF,Real Madrid,es La Liga,20.0,2005.0,18,17,1370,15.2,16,3,18.8,0,0,4,1,14,1,0,0,-0.36722560979515995
Trai Hume,nir NIR,"DF,MF",Sunderland,eng Premier League,23.0,2002.0,28,26,2311,25.7,24,5,20.8,0,0,7,0,20,72,0,0,0.06370816353008427
Bashir Humphreys,eng ENG,"DF,MF",Burnley,eng Premier League,22.0,2003.0,12,10,972,10.8,5,1,20.0,0,0,4,0,10,13,0,0,-0.8984092781932745
Omari Hutchinson,eng ENG,MF,Nottingham Forest,eng Premier League,22.0,2003.0,22,11,1163,12.9,21,9,42.9,0,0,0,0,17,108,0,0,-0.2634326238435423
Lucas Høgsberg,dk DEN,DF,Strasbourg,fr Ligue 1,19.0,2006.0,15,14,1158,12.9,4,1,25.0,0,0,3,1,12,0,0,1,-0.9136062432904394
Pierre Højbjerg,dk DEN,MF,Marseille,fr Ligue 1,30.0,1995.0,22,20,1838,20.4,30,9,30.0,0,0,3,0,21,6,0,0,0.3225784947075879
Rasmus Højlund,dk DEN,FW,Napoli,it Serie A,23.0,2003.0,23,22,1912,21.2,40,20,50.0,1,1,1,0,30,3,0,0,0.4949455092276568
Pablo Ibáñez,es ESP,MF,Alavés,es La Liga,27.0,1998.0,26,20,1605,17.8,37,11,29.7,0,0,5,0,27,27,0,0,0.2905964485428442
Arijon Ibrahimović,de GER,MF,Heidenheim,de Bundesliga,20.0,2005.0,24,20,1773,19.7,41,17,41.5,1,1,2,0,9,102,0,0,0.041842954192798966
Iglesias,es ESP,"DF,MF",Getafe,es La Liga,27.0,1998.0,24,23,2020,22.4,18,3,16.7,0,0,3,0,44,59,1,0,0.616242374660955
Borja Iglesias,es ESP,FW,Celta Vigo,es La Liga,33.0,1993.0,23,15,1343,14.9,37,20,54.1,3,3,5,0,27,2,0,0,0.4178317187586648
Andrej Ilic,rs SRB,FW,Union Berlin,de Bundesliga,25.0,2000.0,22,16,1496,16.6,46,13,28.3,0,1,5,0,24,12,0,0,0.016084677265161124
Gustav Isaksen,dk DEN,FW,Lazio,it Serie A,24.0,2001.0,21,13,1147,12.7,32,13,40.6,0,0,0,0,15,21,0,0,0.1657853285474413
Wilson Isidor,fr FRA,FW,Sunderland,eng Premier League,25.0,2000.0,25,11,1033,11.5,37,14,37.8,0,0,1,0,13,0,0,0,-0.33092116890353235
Ardian Ismajli,al ALB,DF,Torino,it Serie A,29.0,1996.0,18,14,1276,14.2,5,3,60.0,0,0,3,0,17,8,0,0,-0.4953237427028164
Alex Iwobi,ng NGA,MF,Fulham,eng Premier League,29.0,1996.0,22,22,1861,20.7,25,10,40.0,0,0,2,0,4,61,0,0,0.027295075152180454
Jérémy Jacquet,fr FRA,DF,Rennes,fr Ligue 1,20.0,2005.0,19,19,1671,18.6,11,3,27.3,0,0,6,1,20,0,0,1,-0.40048790455253663
Lee Jae-sung,kr KOR,"MF,FW",Mainz 05,de Bundesliga,33.0,1992.0,22,22,1811,20.1,23,6,26.1,0,0,2,0,15,19,0,0,0.070091544206617
Kristijan Jakić,hr CRO,"MF,DF",Augsburg,de Bundesliga,28.0,1997.0,19,15,1311,14.6,13,4,30.8,0,0,4,0,15,4,0,0,-0.18065026150083455
Reece James,eng ENG,"DF,MF",Chelsea,eng Premier League,26.0,1999.0,25,18,1716,19.1,16,6,37.5,0,0,4,0,24,105,0,0,0.6077119967041799
Vitaly Janelt,de GER,MF,Brentford,eng Premier League,27.0,1998.0,22,13,1261,14.0,12,3,25.0,0,0,7,0,17,53,0,0,0.1006171067909802
Mikel Jauregizar,es ESP,MF,Athletic Club,es La Liga,22.0,2003.0,25,25,2103,23.4,29,7,24.1,0,0,3,0,31,51,0,0,0.5625720326344694
Castrop Jens,kr KOR,MF,Gladbach,de Bundesliga,22.0,2003.0,19,13,1044,11.6,18,8,44.4,0,0,1,1,25,17,0,0,-0.10019430253297856
Mathias Jensen,dk DEN,MF,Brentford,eng Premier League,30.0,1996.0,26,16,1383,15.4,21,6,28.6,0,0,2,0,12,83,0,0,-0.352321236947627
Oliver Jensen,dk DEN,MF,Parma,it Serie A,23.0,2002.0,25,16,1508,16.8,14,3,21.4,0,0,2,0,12,11,0,0,-0.4718865324098115
Moritz Jenz,de GER,DF,Wolfsburg,de Bundesliga,26.0,1999.0,16,16,1440,16.0,5,1,20.0,0,0,5,0,22,1,1,0,-0.3434510770458948
Igor Jesus,br BRA,FW,Nottingham Forest,eng Premier League,25.0,2001.0,27,19,1590,17.7,50,10,20.0,0,0,0,0,32,8,0,0,-0.1832724630899787
Álex Jiménez,es ESP,"DF,MF",Bournemouth,eng Premier League,20.0,2005.0,24,20,1766,19.6,17,4,23.5,0,0,8,0,24,37,0,0,-0.020447284973723938
Raúl Jiménez,mx MEX,FW,Fulham,eng Premier League,34.0,1991.0,27,23,1846,20.5,60,16,26.7,3,3,5,0,39,5,0,0,0.42754057063896633
João Pedro,br BRA,"FW,MF",Chelsea,eng Premier League,24.0,2001.0,28,24,2060,22.9,52,22,42.3,0,0,3,0,28,12,0,0,1.083983330130174
Joelinton,br BRA,MF,Newcastle United,eng Premier League,29.0,1996.0,21,18,1484,16.5,26,10,38.5,0,0,7,0,33,10,0,0,0.08049846910581307
Ísak Jóhannesson,is ISL,MF,Köln,de Bundesliga,22.0,2003.0,22,14,1230,13.7,5,1,20.0,0,0,3,0,8,52,0,0,-0.5592812052345588
Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,25.0,2001.0,24,11,1201,13.3,17,5,29.4,0,0,1,0,10,7,0,0,-0.485178490000086
Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,28.0,1997.0,19,16,1495,16.6,7,2,28.6,0,0,4,1,10,4,0,1,0.16855164962287078
Mateo Joseph,es ESP,"MF,FW",Mallorca,es La Liga,22.0,2003.0,25,16,1411,15.7,25,10,40.0,0,0,2,0,15,12,0,0,0.041727201356709584
Abdulai Juma Bah,sl SLE,DF,Nice,fr Ligue 1,19.0,2006.0,18,14,1283,14.3,5,1,20.0,0,0,5,0,21,0,0,0,-0.7428889697987178
Eli Junior Kroupi,fr FRA,"MF,FW",Bournemouth,eng Premier League,19.0,2006.0,23,13,1044,11.6,28,15,53.6,0,0,3,0,13,6,0,0,0.28334094866264337
Vinicius Júnior,br BRA,"FW,MF",Real Madrid,es La Liga,25.0,2000.0,24,21,1851,20.6,68,29,42.6,3,4,6,0,24,41,0,0,1.0546559510963305
James Justin,eng ENG,"DF,MF",Leeds United,eng Premier League,28.0,1998.0,19,11,1018,11.3,13,4,30.8,0,0,2,0,7,21,0,0,-0.10127543517419782
Ferran Jutglà,es ESP,"FW,MF",Celta Vigo,es La Liga,27.0,1999.0,18,13,951,10.6,28,15,53.6,0,0,4,0,12,10,0,0,0.008609335488571972
Martijn Kaars,nl NED,FW,St Pauli,de Bundesliga,26.0,1999.0,20,11,994,11.0,20,9,45.0,1,1,1,0,6,10,0,0,-0.6187360839259494
Christian Kabasele,be BEL,DF,Udinese,it Serie A,35.0,1991.0,19,17,1357,15.1,6,4,66.7,0,0,3,0,21,0,0,0,0.05002572426366119
Anton Kade,de GER,"MF,FW",Augsburg,de Bundesliga,22.0,2004.0,18,11,1014,11.3,21,9,42.9,0,0,3,0,12,20,0,0,-0.4044845994245462
Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,eng Premier League,26.0,1999.0,27,24,2233,24.8,19,8,42.1,0,0,5,0,14,86,0,0,-0.11381081885499868
Pierre Kalulu,fr FRA,"DF,MF",Juventus,it Serie A,25.0,2000.0,26,26,2291,25.5,10,3,30.0,0,0,3,1,30,66,0,1,0.1913737716542665
Daichi Kamada,jp JPN,MF,Crystal Palace,eng Premier League,29.0,1996.0,18,16,1378,15.3,16,4,25.0,0,0,2,0,23,26,0,0,-0.3770817047310371
Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,26.0,1999.0,18,17,1411,15.7,7,4,57.1,0,0,5,0,16,2,0,0,0.18011189965597363
Hassane Kamara,ci CIV,"MF,DF",Udinese,it Serie A,31.0,1994.0,15,12,1055,11.7,12,4,33.3,0,0,3,0,9,50,0,0,-0.5342622254580263
Jakub Kamiński,pl POL,"MF,FW",Köln,de Bundesliga,23.0,2002.0,24,24,2138,23.8,40,14,35.0,0,0,1,0,9,72,0,0,0.41170445384943066
Harry Kane,eng ENG,"FW,MF",Bayern Munich,de Bundesliga,32.0,1993.0,24,22,1942,21.6,96,58,60.4,10,10,1,0,21,9,0,0,2.541359041499927
Lee Kang-in,kr KOR,"MF,FW",Paris Saint-Germain,fr Ligue 1,25.0,2001.0,19,13,1070,11.9,32,12,37.5,0,0,2,0,14,64,0,0,-0.18539239484018558
Atakan Karazor,tr TUR,MF,Stuttgart,de Bundesliga,29.0,1996.0,22,17,1441,16.0,7,2,28.6,0,0,3,0,15,6,0,0,-0.43902385251968584
Dermane Karim,tg TOG,MF,Lorient,fr Ligue 1,22.0,2003.0,22,11,1001,11.1,15,2,13.3,0,0,3,0,17,15,0,0,-0.23377673322419787
Lennart Karl,de GER,MF,Bayern Munich,de Bundesliga,18.0,2008.0,20,11,906,10.1,31,14,45.2,0,0,0,0,4,23,0,0,0.2309270582659759
Jesper Karlström,se SWE,MF,Udinese,it Serie A,30.0,1995.0,26,26,2293,25.5,14,2,14.3,0,0,4,0,27,9,0,0,-0.0590342833924118
Michael Kayode,it ITA,DF,Brentford,eng Premier League,21.0,2004.0,27,27,2358,26.2,6,1,16.7,0,0,6,0,17,46,1,0,0.2708724040026248
Moise Kean,it ITA,FW,Fiorentina,it Serie A,26.0,2000.0,23,20,1806,20.1,93,26,28.0,2,2,3,0,26,6,0,0,0.41414533210548005
Michael Keane,eng ENG,DF,Everton,eng Premier League,33.0,1993.0,24,22,1949,21.7,20,6,30.0,0,0,0,1,12,1,0,0,0.009649437235079241
Ilan Kebbal,dz ALG,"MF,FW",Paris FC,fr Ligue 1,27.0,1998.0,23,23,1957,21.7,44,18,40.9,3,3,5,0,12,93,0,0,0.9127900583715246
Yassine Kechta,ma MAR,MF,Le Havre,fr Ligue 1,24.0,2002.0,22,12,1045,11.6,17,7,41.2,0,0,3,0,30,23,0,0,-0.24096669405434604
Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,29.0,1996.0,18,18,1556,17.3,15,1,6.7,0,0,6,2,21,3,0,1,-0.2664010104008191
Mandela Keita,be BEL,MF,Parma,it Serie A,23.0,2002.0,26,25,2104,23.4,11,1,9.1,0,0,1,0,22,2,0,0,0.4636629341399794
Lloyd Kelly,eng ENG,DF,Juventus,it Serie A,27.0,1998.0,24,23,2084,23.2,10,2,20.0,0,0,3,0,34,8,0,0,-0.3794387508344076
Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,21.0,2004.0,22,17,1451,16.1,12,2,16.7,0,0,3,0,15,8,0,0,-0.4523942953294612
Marc-Oliver Kempf,de GER,DF,Como,it Serie A,31.0,1995.0,24,18,1536,17.1,15,6,40.0,0,0,2,0,19,0,0,0,-0.20516760242684265
Milos Kerkez,hu HUN,DF,Liverpool,eng Premier League,22.0,2003.0,26,23,1889,21.0,7,1,14.3,0,0,4,0,18,71,0,0,-0.07748208211547473
Kevin,br BRA,MF,Fulham,eng Premier League,23.0,2003.0,23,8,908,10.1,22,9,40.9,0,0,1,0,12,40,0,0,-0.29902654280741203
Bilal El Khannouss,ma MAR,"MF,FW",Stuttgart,de Bundesliga,21.0,2004.0,18,15,1254,13.9,30,10,33.3,0,0,5,0,14,51,0,0,0.029514774144272633
Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,32.0,1994.0,23,23,2027,22.5,17,9,52.9,0,0,6,0,35,16,0,0,0.724792406238742
Kialonda,ao ANG,DF,Lecce,it Serie A,28.0,1997.0,22,21,1828,20.3,9,1,11.1,0,0,6,1,12,1,0,0,-0.548203919504709
Kiké,es ESP,FW,Espanyol,es La Liga,36.0,1989.0,25,10,1087,12.1,35,17,48.6,1,1,3,0,25,10,0,0,0.1950020747148602
Max Kilman,eng ENG,DF,West Ham United,eng Premier League,28.0,1997.0,21,17,1561,17.3,7,1,14.3,0,0,4,0,16,2,0,0,-1.0108365000686859
Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,31.0,1995.0,20,16,1557,17.3,20,8,40.0,0,0,4,0,6,89,0,0,0.19786618748215584
Joshua King,eng ENG,MF,Fulham,eng Premier League,19.0,2007.0,22,11,935,10.4,18,7,38.9,0,0,3,0,10,8,0,0,-0.5670774455497064
Justin Kluivert,nl NED,MF,Bournemouth,eng Premier League,26.0,1999.0,18,10,919,10.2,16,4,25.0,0,0,4,0,15,40,0,0,-0.5544257422547986
Ansgar Knauff,de GER,"MF,FW",Eintracht Frankfurt,de Bundesliga,24.0,2002.0,20,10,1005,11.2,26,13,50.0,0,0,2,0,20,29,0,0,0.02107839585672625
Robin Koch,de GER,DF,Eintracht Frankfurt,de Bundesliga,29.0,1996.0,23,23,2041,22.7,13,5,38.5,0,0,1,0,21,2,0,0,0.13747432502153978
Derrick Köhn,gh GHA,"MF,DF",Union Berlin,de Bundesliga,27.0,1999.0,22,16,1435,15.9,17,2,11.8,0,0,3,1,25,78,0,0,-0.6701100151947063
Dominik Kohr,de GER,DF,Mainz 05,de Bundesliga,32.0,1994.0,19,19,1573,17.5,9,2,22.2,0,0,8,2,26,10,0,1,0.19129657563473632
Koke,es ESP,MF,Atlético Madrid,es La Liga,34.0,1992.0,24,15,1485,16.5,8,3,37.5,0,0,4,0,15,22,0,0,0.14396857707178595
Randal Kolo Muani,fr FRA,"FW,MF",Tottenham Hotspur,eng Premier League,27.0,1998.0,20,14,1149,12.8,14,3,21.4,0,0,2,0,30,7,0,0,-0.6397005866840111
Mert Kömür,de GER,"MF,FW",Augsburg,de Bundesliga,20.0,2005.0,21,14,1260,14.0,35,12,34.3,0,0,1,0,23,51,0,0,-0.08978111910945794
Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,26.0,1999.0,27,27,2326,25.8,10,3,30.0,0,0,5,0,29,3,0,0,0.04448677914146943
Ismaël Koné,ca CAN,MF,Sassuolo,it Serie A,23.0,2002.0,24,23,1921,21.3,16,9,56.3,0,0,4,1,17,4,0,1,0.2925307196433656
Manu Koné,fr FRA,MF,Roma,it Serie A,24.0,2001.0,24,24,2120,23.6,20,5,25.0,0,0,2,0,43,0,0,0,0.4665270164397473
Ransford Königsdörffer,gh GHA,"FW,MF",Hamburger SV,de Bundesliga,24.0,2001.0,23,19,1529,17.0,49,16,32.7,0,1,1,0,17,17,0,0,-0.27782611173543725
Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,28.0,1997.0,27,27,2405,26.7,9,2,22.2,0,0,0,1,11,4,0,0,-0.388917290136106
Teun Koopmeiners,nl NED,"DF,MF",Juventus,it Serie A,28.0,1998.0,24,16,1535,17.1,25,6,24.0,0,0,5,0,26,37,0,0,-0.6018672010993796
Koffi Kouao,ci CIV,"DF,MF",Metz,fr Ligue 1,27.0,1998.0,21,21,1771,19.7,18,7,38.9,0,0,8,0,26,51,1,0,0.22265893903616923
Arsène Kouassi,bf BFA,MF,Lorient,fr Ligue 1,21.0,2004.0,22,21,1830,20.3,5,2,40.0,0,0,3,0,12,90,0,0,0.7699897250249527
Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,22.0,2003.0,20,18,1673,18.6,17,7,41.2,0,0,3,0,18,8,1,0,-0.28984555908158277
Jules Koundé,fr FRA,DF,Barcelona,es La Liga,27.0,1998.0,25,20,1903,21.1,12,3,25.0,0,0,4,0,19,31,0,0,0.19511809626793633
Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,34.0,1991.0,24,18,1499,16.7,47,24,51.1,3,3,1,0,3,65,0,0,0.5214269502203736
Jean-Philippe Krasso,ci CIV,FW,Paris FC,fr Ligue 1,28.0,1997.0,23,11,993,11.0,25,10,40.0,1,1,0,0,17,3,0,0,-0.2531612788866631
Tom Krauß,de GER,"MF,DF",Köln,de Bundesliga,24.0,2001.0,20,14,1379,15.3,8,1,12.5,0,0,4,0,18,8,0,0,-0.06211836136804032
Ladislav Krejčí,cz CZE,"DF,MF",Wolves,eng Premier League,26.0,1999.0,22,21,1857,20.6,14,8,57.1,0,0,4,1,30,11,1,1,-0.057954220153668544
Rasmus Kristensen,dk DEN,"DF,MF",Eintracht Frankfurt,de Bundesliga,28.0,1997.0,19,18,1421,15.8,14,5,35.7,0,0,4,0,21,31,0,0,0.052635670028083954
Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,24.0,2002.0,16,16,1434,15.9,6,3,50.0,0,0,2,0,17,3,0,0,-0.4278055711053983
Nikola Krstović,me MNE,FW,Atalanta,it Serie A,25.0,2000.0,23,11,1082,12.0,61,21,34.4,0,0,2,0,22,3,0,0,0.5962391014740963
Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,33.0,1992.0,16,15,1207,13.4,18,4,22.2,0,0,2,0,15,21,0,0,-0.08237210896597962
Takefusa Kubo,jp JPN,MF,Real Sociedad,es La Liga,24.0,2001.0,18,13,1179,13.1,25,12,48.0,0,0,0,0,6,31,0,0,0.33016635311641196
Mohammed Kudus,gh GHA,"MF,FW",Tottenham Hotspur,eng Premier League,25.0,2000.0,19,19,1535,17.1,26,9,34.6,0,0,3,0,23,122,0,0,0.037252506518672075
Khvicha Kvaratskhelia,ge GEO,FW,Paris Saint-Germain,fr Ligue 1,25.0,2001.0,20,12,1024,11.4,45,18,40.0,0,0,1,0,16,37,0,0,0.36156081250812794
Adrián de la Fuente,es ESP,DF,Levante,es La Liga,27.0,1999.0,23,20,1826,20.3,24,4,16.7,1,1,4,0,20,21,1,0,-0.0717820125508104
Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,25.0,2000.0,27,27,2395,26.6,17,4,23.5,0,0,3,1,25,5,0,0,0.29464822820184117
Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,28.0,1997.0,19,15,1366,15.2,12,7,58.3,0,0,5,0,19,23,0,0,0.10019255088560795
Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,34.0,1991.0,23,23,2047,22.7,7,1,14.3,0,0,3,0,10,74,0,0,-0.43136697561895765
Aymeric Laporte,es ESP,DF,Athletic Club,es La Liga,31.0,1994.0,15,14,1219,13.5,8,1,12.5,0,0,2,0,5,1,0,0,-0.6640871875844706
Hugo Larsson,se SWE,MF,Eintracht Frankfurt,de Bundesliga,21.0,2004.0,17,13,1130,12.6,7,3,42.9,0,0,0,0,6,6,0,0,-0.43357924382785384
Josh Laurent,eng ENG,"DF,MF",Burnley,eng Premier League,30.0,1995.0,25,14,1390,15.4,13,4,30.8,0,0,6,0,20,14,0,0,-0.2880236046629187
Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,27.0,1998.0,27,23,1730,19.2,46,17,37.0,0,0,2,0,27,78,0,0,0.47602375477804054
Valentino Lazaro,at AUT,MF,Torino,it Serie A,29.0,1996.0,26,22,1953,21.7,7,2,28.6,0,0,3,0,35,112,0,0,-0.26965019834168646
Théo Le Bris,fr FRA,MF,Lorient,fr Ligue 1,23.0,2002.0,23,18,1599,17.8,16,6,37.5,0,0,0,0,7,66,0,0,-0.07230746265698026
Enzo Le Fée,fr FRA,"MF,FW",Sunderland,eng Premier League,26.0,2000.0,27,25,2205,24.5,24,6,25.0,3,4,5,0,24,71,0,0,0.6479261074613725
Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,29.0,1996.0,20,12,1288,14.3,3,1,33.3,0,0,3,0,15,3,0,0,-0.19084915942958733
Rafael Leão,pt POR,FW,Milan,it Serie A,26.0,1999.0,20,16,1349,15.0,45,22,48.9,2,2,3,0,17,10,0,0,0.5369235222136541
Pierre Lees-Melou,fr FRA,MF,Paris FC,fr Ligue 1,32.0,1993.0,14,12,1076,12.0,20,6,30.0,0,0,4,0,19,7,0,0,-0.21681284880344626
Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,32.0,1993.0,24,24,2160,24.0,7,2,28.6,0,0,2,0,15,10,0,0,-0.22157849874070853
Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,27.0,1999.0,16,16,1355,15.1,9,1,11.1,0,0,2,0,21,3,1,0,-0.5091131830797834
Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,34.0,1991.0,25,25,2240,24.9,34,11,32.4,0,0,3,0,37,4,0,0,-0.1322996401919744
Youssef Lekhedim,es ESP,"DF,MF",Alavés,es La Liga,20.0,2005.0,19,10,1016,11.3,10,2,20.0,0,0,3,0,19,46,0,0,-0.7248375962857023
Thomas Lemar,fr FRA,MF,Girona,es La Liga,30.0,1995.0,17,10,904,10.0,15,7,46.7,0,0,2,0,15,40,0,0,-0.24830456114096838
Tim Lemperle,de GER,FW,Hoffenheim,de Bundesliga,24.0,2002.0,19,16,1297,14.4,36,15,41.7,1,1,1,0,41,17,0,0,0.18087669034282314
Esteban Lepaul,fr FRA,FW,Rennes,fr Ligue 1,25.0,2000.0,22,21,1640,18.2,54,23,42.6,0,0,2,0,18,9,0,0,0.48569292613876286
Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,23.0,2002.0,18,14,1381,15.3,12,2,16.7,0,0,2,0,20,42,0,0,0.006739587958039036
Mehdi Léris,dz ALG,"MF,DF",Pisa,it Serie A,27.0,1998.0,23,10,1068,11.9,20,6,30.0,0,0,1,0,16,68,0,0,-0.09000632653792238
Jefferson Lerma,co COL,"MF,DF",Crystal Palace,eng Premier League,31.0,1994.0,23,12,1165,12.9,13,6,46.2,0,0,6,0,19,9,1,0,-0.37879521791162085
Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,20.0,2006.0,16,13,1160,12.9,9,3,33.3,0,0,1,0,10,23,0,0,-0.44371004705071687
Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,37.0,1988.0,21,10,1030,11.4,49,24,49.0,1,3,2,0,10,0,0,0,0.638989327451232
Jamie Leweling,de GER,MF,Stuttgart,de Bundesliga,25.0,2001.0,23,18,1672,18.6,37,16,43.2,0,0,4,0,14,82,0,0,0.8443847093427159
Keane Lewis-Potter,eng ENG,"MF,DF",Brentford,eng Premier League,25.0,2001.0,26,13,1161,12.9,19,7,36.8,0,0,1,0,11,34,0,0,-0.11389060421932337
Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,26.0,1999.0,13,13,1170,13.0,11,3,27.3,0,0,0,0,6,4,0,0,-0.5696667114334373
Adrián Liso,es ESP,"FW,MF",Getafe,es La Liga,20.0,2005.0,21,17,1374,15.3,22,8,36.4,0,0,2,0,32,39,0,0,-0.1011969165385409
Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,31.0,1995.0,22,20,1708,19.0,14,5,35.7,0,0,4,0,21,32,0,0,-0.15700334732557458
Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,30.0,1995.0,21,20,1706,19.0,9,3,33.3,0,0,1,1,21,0,1,0,0.05702721863704944
Giovani Lo Celso,ar ARG,MF,Real Betis,es La Liga,29.0,1996.0,17,11,1094,12.2,27,10,37.0,0,0,3,0,7,48,0,0,0.08932276300741944
Danny Loader,cm CMR,"FW,MF",Auxerre,fr Ligue 1,25.0,2000.0,20,19,1713,19.0,49,12,24.5,0,0,6,0,41,18,0,0,0.08654501343301645
Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,31.0,1994.0,23,20,1791,19.9,7,4,57.1,0,0,1,0,9,3,0,0,-0.09774569569240928
Manuel Locatelli,it ITA,MF,Juventus,it Serie A,28.0,1998.0,25,25,2004,22.3,26,8,30.8,0,0,5,0,31,10,0,0,0.5671123831862342
Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,23.0,2002.0,17,12,1083,12.0,2,1,50.0,0,0,0,0,9,27,0,0,-0.4933618734370083
Ruben Loftus-Cheek,eng ENG,"MF,FW",Milan,it Serie A,30.0,1996.0,23,11,1027,11.4,29,6,20.7,0,0,1,0,21,9,0,0,-0.33723582759712567
Sean Longstaff,eng ENG,MF,Leeds United,eng Premier League,28.0,1997.0,17,10,947,10.5,13,2,15.4,0,0,2,0,10,50,0,0,-0.1502304536572616
Diego López,es ESP,"MF,FW",Valencia,es La Liga,23.0,2002.0,23,15,1290,14.3,21,5,23.8,0,0,2,0,14,23,0,0,-0.10451186556102464
Fermin López,es ESP,MF,Barcelona,es La Liga,22.0,2003.0,20,12,1187,13.2,48,17,35.4,0,0,2,0,17,27,0,0,0.6218969226361273
Maxime Lopez,fr FRA,MF,Paris FC,fr Ligue 1,28.0,1997.0,20,19,1686,18.7,8,5,62.5,0,0,9,0,27,71,0,0,-0.4939853427404373
Unai López,es ESP,MF,Rayo Vallecano,es La Liga,30.0,1995.0,18,14,1065,11.8,14,3,21.4,0,0,7,1,24,37,0,1,-0.441242039610759
Tom Louchet,fr FRA,MF,Nice,fr Ligue 1,22.0,2003.0,19,11,1026,11.4,19,6,31.6,0,0,1,1,14,38,0,0,-0.07890377983046556
Pol Lozano,es ESP,MF,Espanyol,es La Liga,26.0,1999.0,24,22,1690,18.8,12,4,33.3,0,0,6,0,49,23,0,0,-0.1445115814569329
Lucas,br BRA,"MF,DF",Burnley,eng Premier League,24.0,2001.0,13,11,997,11.1,10,1,10.0,0,0,0,1,11,46,0,0,-0.7087195247242156
Jhon Lucumí,co COL,DF,Bologna,it Serie A,27.0,1998.0,18,16,1371,15.2,7,2,28.6,0,0,3,0,12,1,0,0,-0.32832835604491756
Florentino Luís,pt POR,MF,Burnley,eng Premier League,26.0,1999.0,23,19,1598,17.8,9,1,11.1,0,0,4,0,30,9,0,0,0.022906762109080252
José Luis Gayà,es ESP,DF,Valencia,es La Liga,30.0,1995.0,22,21,1699,18.9,8,1,12.5,0,0,6,1,20,61,0,0,-0.14177320699134718
Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,23.0,2002.0,19,18,1626,18.1,6,2,33.3,0,0,2,0,8,2,0,0,-0.2626723908811533
Saša Lukić,rs SRB,MF,Fulham,eng Premier League,29.0,1996.0,19,15,1210,13.4,12,3,25.0,0,0,6,0,38,46,0,0,-0.17968820803352067
Kristoffer Lund,us USA,"MF,DF",Köln,de Bundesliga,23.0,2002.0,23,17,1522,16.9,16,2,12.5,0,0,1,0,9,63,0,0,-0.1821541737994272
Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,29.0,1996.0,19,19,1706,19.0,7,3,42.9,0,0,3,0,23,1,0,0,-0.2591240656628573
